FMID,MarketName,createTime,updateTime,finishTime,Mailing_State,Mailing_StateFIPS,Mailing_City,Mailing_ST,Mailing_Zip,Market_ManagerName,FH_ContactTitle,Market_Email,Market_Phone,Market_Website,Market_Facebook,Market_Twitter,Location_State,Location_StateFIPS,Location_County,Location_CountyFIPS,Location_ST,Location_City,Location_Zip,Location_Desc,EstablishYear,Legal_Status,Legal_StatusDesc,OperationMonthList,OperationM_01,OperationM_02,OperationM_03,OperationM_04,OperationM_05,OperationM_06,OperationM_07,OperationM_08,OperationM_09,OperationM_10,OperationM_11,OperationM_12,Organic,OrganicDesc,ProductList,BakedGoods,Jams,Coffee,Flowers,Cheese,Beans,Eggs,Seafood,Herbs,Fruits,Vegetables,Grains,Recycled,Honey,Juices,Maple,Mushrooms,Nuts,Petfood,Poultry,Meat,Soap,Tofu,WildHarvested,Wine,ProductListExclusivelylocal,ProductListOnlyLocalWhenA,ProductListLocalNonLocal,ProductListNonlocal,Local_BakedGoods,Local_Processed,Local_Coffee,Local_Flowers,Local_Dairy,Local_DryBeans,Local_Eggs,Local_Seafood,Local_Herbs,Local_Fruits,Local_Vegetables,Local_Grains,Local_Recycled,Local_Honey,Local_Juices,Local_Maple,Local_Mushrooms,Local_Nuts,Local_Petfood,Local_Meat,Local_NonPoultry,Local_Soap,Local_Protein_NonAnim,Local_WildForest,Local_Wine,PracticeList,Practices_CertifiedOrganic,Practices_NaturallyGrown,Practices_PestManagement,Practices_NonCertifiedOrganic,Practices_FreeRange,Practices_GrassFed,Practices_AntibioticFree,Practices_Marine,Practices_ChemicalFree,Practices_GAP,Practices_GHP,Practices_CertifiedHumane,Practices_AnimalWelfare,Practices_FairTrade,F2BList,F2B_LargeSupermarkets,F2B_SmallGroceryStores,F2B_CornerStores,F2B_FoodRetail,F2B_Restaurants,F2B_Caterers,F2B_Distributors,F2B_FoodProcessors,F2B_PreK,F2B_K12,F2B_Colleges,F2B_Hospitals,F2B_SeniorCare,F2B_Government,F2CList,F2C_BuyingClubs,F2C_Online,F2C_YourStorefront,F2C_CSA,F2C_FarmersMarkets,F2C_Mobile,F2C_FarmStands,ProcurementList,procurement1,procurement2,OpserviceList,OPservice_Aggregation,OPservice_Production,OPservice_Distribution,OPservice_Brokering,OPservice_SharedUse,OPservice_Packaging,OPservice_ProductStorage,OPservice_Canning,OPservice_Freezing,OPservice_Cutting,PSServiceList,PSService_Marketing,PSService_Branding,PSService_Demonstration,PSService_ProductionTraining,PSService_BusinessManagement,PSService_PaidConsult,PSService_FoodSafety,PSService_Liability,PSService_Transportation,CSServiceList,CSService_PaidYouth,CSService_SNAP,CSService_WIC,CSService_MatchingSNAP,CSService_Cooking,CSService_Meal,CSService_HealthScreenings,CSService_Transportation,CSService_MobileMarket,CSService_Subsidized,CSService_Education,CSService_otherEducation,CSService_FoodDonation
5000294,"Four Hills Farms, LLC",2014-09-05 10:32:30,2014-09-05 11:18:36,2014-09-05 11:18:36,Kentucky,21,Salvisa,2471 Kirkwood Road,40372,Jim Mansfield,Company President / Owner,jim@fourhillsfarm.com,859-325-5188,www.fourhillsfarm.com,https://www.facebook.com/fourhillsfarmlamb,,Kentucky,21,Mercer,167,2471 Kirkwood Road,Salvisa,40372,"Mile marker 1, Kirkwood Road",2005,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,"Red/non-poultry meat/products; lamb - USDA inspected, fresh, vacuum packed; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Red/non-poultry meat/products; ,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Free Range/Pasture Raised; Antibiotic Free; ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Distributors; ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"freezer lamb, whole and by the cut. Sales at the farm; ",0,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,"Aggregation; Production such as operating a farm or ranch; Distribution services; Packaging/Repackaging; Freezing; Cutting; processing to USDA inspected vacuum packed, fresh or frozen meat; ",1,1,1,0,0,1,0,0,1,1,Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Transportation services; ,0,1,1,1,0,0,0,0,1,"Paid employment opportunities for youth; Nutrition or cooking education; partisipate in farm conferences & workshops, industry trade groups; mentor new sheep producers; ",1,0,0,0,1,0,0,0,0,0,0,0,0
5000306,Friends & Farms,2014-10-01 15:53:20,2014-10-01 16:07:30,2014-10-01 16:07:30,Maryland,24,Columbia,"9305 Gerwig Lane, Suite S",21046,Collin Morstein,Business Development,collin@friendsandfarms.com,240-842-9120,https://www.friendsandfarms.com/,https://www.facebook.com/FriendsandFarms,https://twitter.com/FriendsandFarms,Maryland,24,Howard,027,"9305 Gerwig Lane, Suite S",Columbia,21046,,2012,4,Producer-Consumer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Eggs; Fish/seafood; Fresh fruits; Fresh vegetables; Honey; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",Dry beans; Grains/flour; Nuts; ,Coffee/tea; Fresh/dried herbs; ,,1,1,3,,1,2,1,1,3,1,1,2,,1,,1,1,2,,1,1,,1,,,Integrated Pest Management; Antibiotic Free; ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-line store; Subsciption; ,0,1,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; ,1,0,0,0,0,0,0,0,0,Nutrition or cooking education; Health screenings; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,1,0,1,0,0,0,0,1,1
5000255,"Garrett Growers Cooperative, Inc.",2014-08-07 10:44:11,2014-08-07 10:53:43,2014-08-07 10:53:43,Maryland,24,Mt. Lake Park,"1916 MD Hwy, Ste A",21550,,Coordinator,garrettgrowers@gmail.com,240-321-9636,http://www.garrettgrowers.com/,http://www.facebook.com/GarrettGrowers,,Maryland,24,Garrett,023,"1916 Maryland Hwy, Ste. A",Mountain Lake Park,21550,"Headquarters are in the University of Maryland Extension, Garrett County Office, along Rt. 135 across from Fitzwater Furniture.",2011,2,Producer Cooperative,May; Jun; Jul; Aug; Sep; Oct; Nov;,0,0,0,0,1,1,1,1,1,1,1,0,2,,Cut flowers; Dry beans; Fresh fruits; Fresh vegetables; ,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cut flowers; Dry beans; Fresh fruits; Fresh vegetables; ,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Corner stores, bodegas; Restaurants; Caterers, bakeries; K-12 school food service; Hospitals; Farm Stands; ",0,1,1,0,1,1,0,0,0,1,0,1,0,0,CSA shares; ,0,0,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,0,1,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000257,German Bread Haus,2014-08-12 11:49:03,2014-08-12 12:02:08,2014-08-12 12:02:08,Florida,12,Oakland Park,311 E Commercial Blvd,33334,Norma Dauer,Vice President,breadhaus@aol.com,954-491-4464,http://germanbreadhaus.com,https://www.facebook.com/pages/German-Bread-Haus/109065365814?ref=br_rs,https://twitter.com/breadmama,Florida,12,Broward,011,311 E Commercial Blvd,Oakland Park,33334,l Less than 1/2 mile east of I-95 on Commercial; on the north side of the blvd. Located on a public service road.,1985,5,S Corp,,0,0,0,0,0,0,0,0,0,0,0,0,1,,Baked goods; ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baked goods; ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,USDA Certified Organic; Certified Kosher; ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Restaurants; Caterers, bakeries; ",1,1,0,0,1,1,0,0,0,0,0,0,0,0,On-line store; Your own storefront retail; Farmers markets; ,0,1,1,0,1,0,0,We take ownership of the products and resell to customers; We sell on a consignment basis and take a commission on products sold; ,1,1,Distribution services; Packaging/Repackaging; Cutting; manufacturing; ,0,0,1,0,0,1,0,0,0,1,Branding/labeling products to indicate origin of product; Business management services or guidance; ,0,1,0,0,1,0,0,0,0,Paid employment opportunities for youth; Food donation to local food pantries/banks; ,1,0,0,0,0,0,0,0,0,0,0,0,1
5000269,Global Growers Network,2014-08-22 09:20:07,2014-08-22 09:27:50,,Georgia,13,Avondale Estates,PO Box 276,30002,Robin Chanin,Executive Director,robin@globalgrowers.net,404 590 7249,www.globalgrowers.net,https://www.facebook.com/GlobalGrowers?ref=br_tf,https://twitter.com/globalgrowers,Georgia,13,Fulton,121,1763 Big Valley Way,Stone Mountain,30083,,2009,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fresh/dried herbs; Fresh fruits; Fresh vegetables; ,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000256,Good Food - Good People (Local Retail and Wholesale Food Distribution),2014-08-07 15:01:29,2014-08-07 15:11:11,2014-08-07 15:11:11,Virginia,51,Floyd,320 Fork Dr.,24091,Good Food - Good People,Manager/Owner,gfgpoffice@swva.net,5407454347,http://goodfoodgoodpeople.net,https://www.facebook.com/GoodFoodGoodPeople?ref=hl,,Virginia,51,Floyd,063,,Floyd,24091,,1996,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,"Canned, preserved fruits/vegetables; Coffee/tea; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",Dairy products; ,,,,1,1,,2,,1,,1,1,1,,,1,1,1,1,,,1,1,1,,1,,"USDA Certified Organic; Certified Naturally Grown; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Good Agricultural Practices - (GAP)-Certified; Animal Welfare Approved; Fair Trade; ",1,1,1,1,1,1,0,0,0,1,0,0,1,1,"Large supermarkets or supercenters; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; ",1,0,0,1,1,1,1,1,1,1,1,1,1,0,Buying clubs; On-line store; CSA shares; Farmers markets; Farm stands; ,1,1,0,1,1,0,1,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Packaging/Repackaging; Product storage; Freezing; ,1,0,1,0,0,1,1,0,1,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Business management services or guidance; Food safety and/or GAP Training; Transportation services; ,1,1,0,0,1,0,1,0,1,Accepting SNAP; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,1,0,0,0,0,0,0,0,0,1,1,1
5000305,Goodwin's Organic Foods & Drinks,2014-09-30 19:31:33,2014-09-30 19:48:54,2014-09-30 19:48:54,California,06,Riverside,191 W. Big Springs Rd,92507,Martin Goodwin,,info@goodwinsorganics.com,951 6822667,www.goodwinsorganics.com,,,California,06,Riverside,065,191 W. Big Spring Road,Riverside,92507,Next to UCR,2008,6,C Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; we only offer Certified Organic products; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Baked goods; ,,"Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; ",,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,USDA Certified Organic; ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Government or corporate cafeterias; neighborhood communities; ",0,0,1,1,1,1,1,1,1,1,1,1,1,1,Buying clubs; On-line store; Your own storefront retail; CSA shares; Farmers markets; Mobile retail units/food trucks; Farm stands; colleges; ,1,1,1,1,1,1,1,We take ownership of the products and resell to customers; ,1,0,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Shared use kitchen; Packaging/Repackaging; Product storage; ,1,1,1,1,1,1,1,0,0,0,Branding/labeling products to indicate origin of product; Business management services or guidance; ,0,1,0,0,1,0,0,0,0,Paid employment opportunities for youth; Nutrition or cooking education; Meal preparation; Health screenings; Operating a mobile market; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; ,1,0,0,0,1,1,1,0,1,1,1,1,0
5000055,"Gourmet Gorilla, Inc.",,2014-07-25 10:11:16,2014-07-25 10:11:16,Illinois,17,Chicago,"1074 West Taylor Street, Box 126",60607,Jason Weedon,CEO,jason@gorillakids.com,877-219-3663,http://www.gourmetgorilla.com/,https://www.facebook.com/gourmetgorilla,https://twitter.com/gourmet_gorilla,Illinois,17,Cook,031,1200 West Cermak,Chicago,60607,Racine and Cermak,2009,5,S Corp,,0,0,0,0,0,0,0,0,0,0,0,0,2,,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; ",,,2,2,,,2,2,2,2,2,2,2,2,,2,,,2,,,1,1,,1,,,"USDA Certified Organic; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Marine Stewardship Council Certified; Good Agricultural Practices - (GAP)-Certified; Certified Humane; Animal Welfare Approved; Fair Trade; ",1,0,1,1,1,1,1,1,0,1,0,1,1,1,"Caterers, bakeries; Pre-K food service; K-12 school food service; Colleges/Universities; ",0,0,0,0,0,1,0,0,1,1,1,0,0,0,On-line store; CSA shares; ,0,1,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Packaging/Repackaging; Product storage; Canning; Freezing; Cutting; Value Added Products; Meals; Baked Goods; ,1,0,1,0,0,1,1,1,1,1,Food safety and/or GAP Training; Transportation services; ,0,0,0,0,0,0,1,0,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Nutrition or cooking education; Meal preparation; Transportation services; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,1,0,1,1,0,1,0,0,1,1,1
5000212,Green Mountain Farm Direct,,2014-07-27 14:56:39,2014-07-27 14:56:39,Vermont,50,Newport,"194 Main Street, Suite 301",5855,Katherine Sims,Executive Director,ksims@gmfts.org,8023342044,http://greenmountainfarmdirect.org/,https://www.facebook.com/pages/Green-Mountain-Farm-to-School/180053718451?ref=ts,,Vermont,50,Orleans,019,"194 Main Street, Suite 301",Newport,5855,,2010,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",,,,1,1,,,1,1,1,,1,1,1,1,,1,1,1,,,,1,1,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Corner stores, bodegas; Restaurants; Caterers, bakeries; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Correctional facilities; ",0,1,1,0,1,1,0,0,1,1,1,1,1,0,Buying clubs; ,1,0,0,0,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Brokering services; Product storage; ,1,0,1,1,0,0,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Liability insurance that you offer producers; Transportation services; ,1,1,0,0,0,0,0,1,1,Nutrition or cooking education; Meal preparation; Education programs for institutions; Other education or community awareness programs; ,0,0,0,0,1,1,0,0,0,0,1,1,0
5000131,Greenmarket Co.,,2014-07-25 10:08:40,2014-07-25 10:08:40,New York,36,Bronx,660 Casanova Street,10474,Olivia Blanchflower,,oblanchflower@grownyc.org,9173013548,http://www.greenmarketco.org/,https://www.facebook.com/GrowNYC,https://twitter.com/GrowNYC,New York,36,Bronx,005,660 Casanova Street,Bronx,10474,,2012,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; ,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; ,,,,,,,,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Caterers, bakeries; Senior care facilities; Government or corporate cafeterias; Soup kitchens and food pantries; ",1,1,1,1,1,1,0,0,0,0,0,0,1,1,Buying clubs; Farm stands; ,1,0,0,0,0,0,1,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Brokering services; Product storage; Marketing; ,1,0,1,1,0,0,1,0,0,0,Marketing and promotional services; Transportation services; ,1,0,0,0,0,0,0,0,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Matching programs for SNAP benefits; Nutrition or cooking education; Subsidized farm shares; Food donation to local food pantries/banks; ,1,1,1,1,1,0,0,0,0,1,0,0,1
5000259,GrowFood Carolina,2014-08-13 10:18:52,2014-08-13 10:26:03,2014-08-13 10:26:03,South Carolina,45,Charleston,990 Morrison Drive,29403,Sara Clow,General Manager,sarac@growfoodcarolina.com,843.727.0091,growfoodcarolina.com,https://www.facebook.com/GrowFoodCarolina,https://twitter.com/growfoodchsgrowfoodchs,South Carolina,45,Charleston,019,990 Morrison Drive,Charleston,29401,,2011,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Dairy products; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Mushrooms; Nuts; Wild harvested forest products; ,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,Dairy products; Dry beans; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Mushrooms; Nuts; Wild harvested forest products; ,,,,,,,,1,1,,,1,1,1,1,,,,,1,1,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Senior care facilities; Government or corporate cafeterias; ",1,1,1,0,1,1,1,1,1,1,1,0,1,1,,0,0,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Product storage; Freezing; ,1,1,1,1,0,0,1,0,1,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Business management services or guidance; Food safety and/or GAP Training; Liability insurance that you offer producers; ,1,1,0,1,1,0,1,1,0,Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,1,1
5000039,GROWN Locally,,2014-07-25 09:48:29,2014-07-25 09:48:29,Iowa,19,Clermont,P.O. Box 293,52135,Gordon Murray-John,Vice-president,info@grownlocally.com,563-380-9848,http://www.grownlocally.com/,,,Iowa,19,Fayette,065,73 Mill St.,Clermont,52135,On Hwy. 18 west end of Clermont,1999,12,Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Poultry/fowl meat/products; Red/non-poultry meat/products; ,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Poultry/fowl meat/products; Red/non-poultry meat/products; ,,,,,,,,,,1,,1,1,1,1,,1,,,,,,1,1,,,,,"Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Antibiotic Free; Chemical Free; GAP practices, non-certified; ",0,0,0,1,1,0,1,0,1,0,0,0,0,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; K-12 school food service; Colleges/Universities; Senior care facilities; ",0,1,0,1,1,1,1,0,0,1,1,0,1,0,"telephone/email sales, home delivery; ",0,0,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Distribution services; Brokering services; ,1,0,1,1,0,0,0,0,0,0,Marketing and promotional services; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,0,0,1,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000135,"Headwater Foods, Inc",,2014-07-27 08:52:13,2014-07-27 08:52:13,New York,36,Rochester,PO Box 10148,14610,,,info@thegoodfoodcollective.com,585-474-6531,http://thegoodfoodcollective.com/,https://www.facebook.com/TheGoodFoodCollective,,New York,36,Monroe,055,PO Box 10148,Rochester,14610,,2008,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ",1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Dry beans; Eggs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,1,1,1,,1,1,1,,,1,1,,,,,,,,,1,1,,,,,USDA Certified Organic; Integrated Pest Management; NOFA Pledge; ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Corner stores, bodegas; Restaurants; Caterers, bakeries; Distributors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; ",0,1,1,0,1,1,1,0,1,1,1,1,0,0,CSA shares; ,0,0,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Branding/labeling products to indicate origin of product; ,0,1,0,0,0,0,0,0,0,Subsidized farm shares; Education programs for institutions; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,1,1,0,1
5000047,Healthy Food Hub,,2014-08-07 23:50:53,2014-08-07 23:50:53,Illinois,17,Chicago,7823 South Ellis Ave ,60619,Jifunza Wright,Director,healthyfoodhub@gmail.com,773-410-3446,http://www.healthyfoodhub.org,https://www.facebook.com/groups/h3althyf00dhub/?fref=ts,,Illinois,17,Cook,031,7823 South Ellis Ave ,Chicago,60619,,2009,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Coffee/tea; Dry beans; Eggs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Red/non-poultry meat/products; ",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,"Canned, preserved fruits/vegetables; Eggs; Honey; Red/non-poultry meat/products; ",Coffee/tea; Dry beans; Mushrooms; ,Fresh fruits; Fresh vegetables; ,,,1,2,,,2,1,,,3,3,,,1,,,2,,,,1,,,,,"USDA Certified Organic; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; Fair Trade; ",1,0,1,1,1,1,1,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buying clubs; CSA shares; Farmers markets; Mobile retail units/food trucks; ,1,0,0,1,1,1,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Production such as operating a farm or ranch; Distribution services; Brokering services; Packaging/Repackaging; Product storage; Freezing; Cutting; ,1,1,1,1,0,1,1,0,1,1,Marketing and promotional services; Branding/labeling products to indicate origin of product; Demonstration/Incubator farm; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,1,1,0,0,1,0,1,Paid employment opportunities for youth; Accepting SNAP; Matching programs for SNAP benefits; Nutrition or cooking education; Meal preparation; Health screenings; Operating a mobile market; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,0,1,1,1,1,0,1,1,1,1,1
